ScdUht-pM6s_53_63.avi,a man is pouring a bottle of a plastic container
wkgGxsuNVSg_34_41.avi,a man is walking down a sidewalk
BtQtRGI0F2Q_15_20.avi,a man is doing tricks on a wall
k06Ge9ANKM8_5_16.avi,a ball is dancing
sZf3VDsdDPM_107_114.avi,a man is playing a banana
shPymuahrsc_5_12.avi,a cat is playing with a ball
XOAgUVVwKEA_8_20.avi,a baby girl is laughing
ufFT2BWh3BQ_0_8.avi,a panda is climbing on a panda
5YJaS2Eswg0_22_26.avi,a man is riding a horse
lw7pTwpx0K0_38_48.avi,a man is pouring a tomato into a pan
UbmZAe5u5FI_132_141.avi,a woman is cutting a piece of meat
xCFCXzDUGjY_5_9.avi,a cartoon is falling down a hill
He7Ge7Sogrk_47_70.avi,a boy is doing tricks with a machine
tJHUH9tpqPg_113_118.avi,a girl is washing a machine
n016q1w8Q30_2_11.avi,a man is cutting a hamburger
RjpbFlOHFps_8_25.avi,a girl is moving down a road
6JnGBs88sL0_4_10.avi,a man is putting a <unk>
EpMuCrbxE8A_107_115.avi,a man is playing a guitar
HAjwXjwN9-A_16_24.avi,a boy is riding a soccer ball
4xVGpDmA4lE_23_33.avi,a man is running on a field
k5OKBX2e7xA_19_32.avi,a girl is riding a horse
Jag7oTemldY_12_25.avi,a man is walking
8MVo7fje_oE_125_130.avi,a man is draining a container
bqMmyY1ImkI_0_14.avi,a man is holding a stuffed animal
jTnrm338_KY_34_42.avi,a man is cutting a <unk> of flour
UdcObAQ5OOM_15_30.avi,a boy is doing a trick
4PcL6-mjRNk_11_18.avi,a boy is playing with a toy
3qqEKTPxLNs_1_15.avi,a baby is biting a baby
glrijRGnmc0_211_215.avi,a man is trying to feed a counter
q7pOFn8s4zc_263_273.avi,a man is talking on a telephone
mtrCf667KDk_134_176.avi,a man is cutting a tomato
0lh_UWF9ZP4_62_69.avi,a woman is mixing eggs in a bowl
JntMAcTlOF0_50_70.avi,a man is running on a fence
7NNg0_n-bS8_21_30.avi,a girl is singing on stage
IhwPQL9dFYc_124_129.avi,a person is cutting tofu into a plate
BAf3LXFUaGs_28_38.avi,a band is playing a guitar
6q1dX6thX3E_286_295.avi,a man is singing
RZL9irxnhZ0_34_40.avi,a man is holding a wooden
WWf0Z6ak3Dg_5_15.avi,a cat is running
PeUHy0A1GF0_114_121.avi,a woman is placing a shrimp
klteYv1Uv9A_27_33.avi,a man is riding a motorcycle
e-j59PqJjSM_405_416.avi,a man is pouring a bowl of water
778mkceE0UQ_40_46.avi,a car is being driven
77iDIp40m9E_126_131.avi,a dog is riding a bicycle
e-j59PqJjSM_50_98.avi,a man is cutting a tomato
Dgf0VHMEtNs_57_66.avi,a girl is squeezing a <unk>
f9Won2JpOEU_60_80.avi,a cat is playing with a ball
dfOuTx66bJU_34_39.avi,a man and a woman are walking together
04Gt01vatkk_248_265.avi,a woman is cutting a green onion
rl1rVk_xIOs_1_16.avi,a soccer is kicking a ball
v7iIZXtpIb8_5_15.avi,a man is opening a card
DhwrBs96Kgk_120_124.avi,a monkey is running
qLwgb3F0aPU_298_305.avi,a man is kicking a soccer ball
qeKX-N1nKiM_0_5.avi,a woman is mixing flour in a bowl
1Sp2__RCT0c_11_15.avi,a girl is smoking a woman
Fe4tO5vW9_E_64_70.avi,a woman is mixing eggs into a bowl
mmSQTI6gMNQ_120_128.avi,two women are dancing
HV12kTtdTT4_5_14.avi,a man is holding a toddler on the ceiling
0lh_UWF9ZP4_27_31.avi,a person is slicing a green green
Je3V7U5Ctj4_569_576.avi,a man is stirring a tortilla
30GeJHYoerk_121_126.avi,two men are walking down the street
04Gt01vatkk_308_321.avi,a man is using a pineapple
zulPFoY64wE_26_33.avi,a man is walking down a road
MrQd1zUVRUM_103_110.avi,a man is smoking a cigarette
xxHx6s_DbUo_216_222.avi,a man is kicking a <unk>
71soiLO6I9U_15_24.avi,a baby is holding a stick
UXs3eq68ZjE_250_255.avi,a man is pouring milk to a pot
jbzaMtPYtl8_48_58.avi,a girl is dancing
8HB7ywgJuTg_131_142.avi,a woman is cooking a bubble
Cjf21Y19aUQ_82_86.avi,a man is playing a guitar
qvg9eM4Hmzk_4_10.avi,a man lifts a car
5HAf_INrFy0_3_25.avi,a baby is dancing
YmXCfQm0_CA_277_284.avi,a person is cutting some meat
88DOMJ11q2M_84_87.avi,a girl is doing a girl on her balance
NUYu9c9XsgY_7_21.avi,a man is playing a
N3A7944_UJw_63_70.avi,a man is carrying a stick
uJPupV4oLZ0_4_12.avi,a baby is playing with a baby
cnsjm3fNEec_4_10.avi,a man is talking to a woman
J_evFB7RIKA_104_120.avi,a person is cutting a tomato
g1Gldu1KS44_8_14.avi,a man is licking a monkey
s1ZABV7AQdA_38_48.avi,a group of people are dancing
tcxhOGyrCtI_15_21.avi,a cat is licking a cat
inzk2fTUe1w_1_15.avi,a girl is doing a <unk>
j2Dhf-xFUxU_13_20.avi,a person is using a boiled boiled <unk>
MTjrZthHwJQ_2_11.avi,a woman is running in a pool
J---aiyznGQ_0_6.avi,a man is playing a guitar
ZbtpcGi2DWY_161_170.avi,a lion is fighting
RSx5G0_xH48_12_17.avi,a puppy is playing with a ball
ecm9gf2Pgkc_1_24.avi,a cat is falling on a bed
pW9DFPqoIsI_26_50.avi,a woman is cutting a garlic
N2Cm0SLr0ZE_18_29.avi,a boy is playing a guitar
sJSmRik2c-c_1_7.avi,a train is running down a track
zv2RIbUsnSw_335_341.avi,a girl is dancing
aM-RcQj0a7I_37_55.avi,a woman is cooking noodles
TZ860P4iTaM_15_28.avi,a cat is playing with a piano
lo4KcsBN--A_0_10.avi,a person is climbing a piece of a
u4T76jsPin0_0_11.avi,a group of men are running down a race
7HcYJKMxpcg_20_28.avi,a monkey is running down a street
CGllPWAwmUo_1_15.avi,a man is playing a guitar
WTf5EgVY5uU_124_128.avi,a woman is cooking onions
